,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_REDACAO,NU_NOTA_MT,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_LC
2021,3104106,Arceburgo,31,MG,750.0,698.2,598.6500000000001,585.1500000000001,622.05
2022,3104205,Arcos,31,MG,647.5,580.025,611.4812499999999,538.3937500000001,554.8625000000001
2023,3104304,Areado,31,MG,553.3333333333334,514.95,557.0666666666666,512.2,530.8333333333334
2024,3104403,Argirita,31,MG,400.0,375.1,537.3,384.2,457.8
2025,3104452,Aricanduva,31,MG,560.0,494.4,573.25,496.25,543.05
2026,3104502,Arinos,31,MG,580.0,500.16666666666674,587.8666666666667,518.5833333333334,580.4
2027,3104601,Astolfo Dutra,31,MG,840.0,729.8000000000001,650.0666666666666,604.7333333333333,572.2666666666668
2028,3104700,Ataléia,31,MG,340.0,610.4,610.6,525.5,562.4
2029,3104809,Augusto de Lima,31,MG,400.0,575.5,586.4,467.6,436.7
2030,3104908,Baependi,31,MG,696.6666666666666,608.0,623.15,590.6833333333334,594.5833333333334
2031,3105004,Baldim,31,MG,600.0,545.55,620.6750000000001,496.77500000000003,520.925
2032,3105103,Bambuí,31,MG,514.2857142857143,570.7714285714286,566.9857142857143,535.5857142857143,556.6428571428571
2033,3105202,Bandeira,31,MG,660.0,507.2,550.3,457.0,504.4
2034,3105301,Bandeira do Sul,31,MG,620.0,595.2,637.65,555.4,567.0
2035,3105400,Barão de Cocais,31,MG,443.3333333333333,522.2416666666667,542.7416666666667,477.4583333333334,508.23333333333335
2036,3105509,Barão de Monte Alto,31,MG,650.0,529.0,603.45,597.9,526.15
2037,3105608,Barbacena,31,MG,582.5454545454545,562.5773584905662,621.7599999999999,535.367924528302,560.4945454545453
2038,3105905,Barroso,31,MG,614.5454545454545,563.7636363636364,597.3727272727273,492.54545454545445,560.8454545454546
2039,3106002,Bela Vista de Minas,31,MG,580.0,565.25,587.15,499.15000000000003,531.0
2040,3106101,Belmiro Braga,31,MG,366.6666666666667,509.5,566.5333333333334,472.45000000000005,477.76666666666665
2041,3106200,Belo Horizonte,31,MG,579.5542774982027,572.5866666666676,606.791301222143,530.6056818181809,559.8667145938177
2042,3106309,Belo Oriente,31,MG,588.0,524.64,610.3800000000001,485.18,560.58
2043,3106408,Belo Vale,31,MG,360.0,565.3,603.8,554.3,567.5
2044,3106507,Berilo,31,MG,597.7777777777778,511.3,571.1777777777778,490.2875,539.9333333333333
2045,3106655,Berizal,31,MG,,,,,
2046,3106705,Betim,31,MG,563.3165829145729,546.1626943005181,584.7467336683416,510.13005181347154,546.9341708542714
2047,3106903,Bicas,31,MG,492.0,559.9333333333333,568.84,469.43333333333334,520.9200000000001
2048,3107000,Biquinhas,31,MG,510.0,499.4,634.15,522.15,543.45
2049,3107109,Boa Esperança,31,MG,595.7142857142857,571.925,578.8214285714287,509.9666666666667,543.2857142857142
2050,3107307,Bocaiúva,31,MG,496.0,521.2357142857143,571.5333333333332,470.1428571428572,529.7133333333334
2051,3107406,Bom Despacho,31,MG,653.75,615.9125,625.8,540.84375,569.06875
2052,3107505,Bom Jardim de Minas,31,MG,680.0,622.1,653.3,560.1,641.3
2053,3107703,Bom Jesus do Amparo,31,MG,626.6666666666666,563.7666666666668,642.5333333333333,568.6333333333333,597.5666666666666
2054,3107802,Bom Jesus do Galho,31,MG,420.0,473.9,526.35,415.725,461.65000000000003
2055,3107901,Bom Repouso,31,MG,450.0,443.75,487.15,473.8,420.6
2056,3108008,Bom Sucesso,31,MG,445.0,479.85,540.0,459.80000000000007,524.575
2057,3108107,Bonfim,31,MG,400.0,406.4,597.4,480.3,555.0
2058,3108206,Bonfinópolis de Minas,31,MG,,,,,
2059,3108305,Borda da Mata,31,MG,665.0,619.0875000000001,631.7,521.125,547.1750000000001
2060,3108404,Botelhos,31,MG,740.0,624.75,585.15,590.55,578.7
2061,3108552,Brasilândia de Minas,31,MG,340.0,584.2,603.9,557.9,544.4
2062,3108602,Brasília de Minas,31,MG,538.4615384615385,510.5153846153846,570.4,488.70769230769235,501.70769230769224
2063,3108701,Brás Pires,31,MG,720.0,444.1,576.4,545.9,400.9
2064,3108800,Braúnas,31,MG,,,,,
2065,3108909,Brazópolis,31,MG,590.0,531.5125,594.775,489.475,534.1624999999999
2066,3109006,Brumadinho,31,MG,505.0,558.1625,549.2249999999999,516.9875,540.7875
2067,3109105,Bueno Brandão,31,MG,555.0,551.725,621.5,461.0,566.275
2068,3109204,Buenópolis,31,MG,440.0,466.9666666666667,530.9333333333333,431.2666666666667,486.23333333333335
2069,3109303,Buritis,31,MG,523.3333333333334,542.5666666666666,589.6333333333333,517.9166666666666,539.8666666666667
2070,3109402,Buritizeiro,31,MG,526.6666666666666,569.8,598.0333333333333,515.4,563.6666666666666
2071,3109451,Cabeceira Grande,31,MG,326.6666666666667,503.8,543.3666666666667,465.8333333333333,500.20000000000005
2072,3109501,Cabo Verde,31,MG,560.0,501.8,577.1666666666666,476.8,489.3333333333333
2073,3109709,Cachoeira de Minas,31,MG,490.0,536.15,539.45,460.75,500.29999999999995
2074,3109808,Cachoeira Dourada,31,MG,580.0,502.6,655.0,551.0,595.5
2075,3109907,Caetanópolis,31,MG,940.0,875.3,717.3,670.6,664.2
2076,3110004,Caeté,31,MG,620.0,593.0,646.2375000000001,551.6875,588.475
2077,3110202,Cajuri,31,MG,500.0,558.025,601.8000000000001,506.725,541.8249999999999
2078,3110301,Caldas,31,MG,488.0,498.7200000000001,619.6600000000001,504.64,547.54
2079,3110400,Camacho,31,MG,660.0,527.3,550.85,542.0,559.8
2080,3110509,Camanducaia,31,MG,560.0,447.7,435.9,535.6,509.1
2081,3110608,Cambuí,31,MG,560.0,580.5600000000001,590.76,506.73999999999995,560.58
2082,3110707,Cambuquira,31,MG,400.0,511.5,621.0,543.0,587.7
2083,3110806,Campanário,31,MG,620.0,527.2,514.0,563.1,562.8
2084,3110905,Campanha,31,MG,490.0,460.8,529.65,582.6,546.5
2085,3111002,Campestre,31,MG,540.0,582.65,603.05,449.95,552.5
2086,3111101,Campina Verde,31,MG,634.2857142857143,568.8833333333333,598.7,534.1,517.4
2087,3111150,Campo Azul,31,MG,360.0,488.8,566.7,375.3,490.5
2088,3111200,Campo Belo,31,MG,607.0,565.675,615.04,541.0199999999999,556.9449999999999
2089,3111309,Campo do Meio,31,MG,632.0,584.9399999999999,558.22,494.82,509.15999999999997
2090,3111408,Campo Florido,31,MG,520.0,612.3,641.3,545.8,590.6
2091,3111507,Campos Altos,31,MG,850.0,674.025,692.925,626.2,651.35
2092,3111606,Campos Gerais,31,MG,467.6923076923077,506.2,525.9923076923077,489.00833333333327,492.6923076923077
2093,3111705,Canaã,31,MG,573.3333333333334,505.4333333333334,597.8333333333334,548.3333333333333,522.9333333333334
2094,3111804,Canápolis,31,MG,450.0,462.5,581.1500000000001,454.35,487.70000000000005
2095,3111903,Cana Verde,31,MG,740.0,598.0,602.8,461.2,525.2
2096,3112000,Candeias,31,MG,640.0,684.7,637.1500000000001,625.5,585.7
2097,3112059,Cantagalo,31,MG,506.6666666666667,572.6333333333333,514.6333333333333,437.0333333333333,467.3333333333333
2098,3112109,Caparaó,31,MG,,,,,
2099,3112208,Capela Nova,31,MG,570.0,616.35,664.45,539.25,650.2
2100,3112307,Capelinha,31,MG,553.5483870967741,568.9933333333333,620.2193548387098,530.7199999999999,561.2741935483871
2101,3112505,Capim Branco,31,MG,760.0,599.3,568.15,510.15,550.4000000000001
2102,3112604,Capinópolis,31,MG,400.0,451.375,583.6800000000001,517.775,488.82
2103,3112653,Capitão Andrade,31,MG,500.0,523.1,601.9,458.4,460.8
2104,3112703,Capitão Enéas,31,MG,505.0,495.8,602.775,507.75,558.3
2105,3112802,Capitólio,31,MG,520.0,641.3,623.1,562.4,612.5
2106,3113008,Caraí,31,MG,606.6666666666666,580.7666666666668,640.4,535.0,583.6999999999999
2107,3113206,Carandaí,31,MG,460.0,594.6,581.6,468.1,524.75
2108,3113305,Carangola,31,MG,666.6666666666666,519.2,599.2166666666666,509.6166666666666,533.55
2109,3113404,Caratinga,31,MG,632.5581395348837,558.5205128205127,591.7930232558139,517.8974358974359,549.0441860465115
2110,3113701,Carlos Chagas,31,MG,417.5,479.0,574.0000000000001,432.275,501.1625
2111,3113800,Carmésia,31,MG,440.0,505.8,562.0,461.2,542.5
2112,3113909,Carmo da Cachoeira,31,MG,600.0,701.0,567.15,549.7,515.95
2113,3114006,Carmo da Mata,31,MG,560.0,575.1,605.3599999999999,528.25,557.48
2114,3114105,Carmo de Minas,31,MG,770.0,582.55,575.8,484.75,543.6500000000001
2115,3114204,Carmo do Cajuru,31,MG,558.0,558.9777777777778,580.91,509.7555555555556,549.4
2116,3114303,Carmo do Paranaíba,31,MG,575.5555555555555,496.27500000000003,545.3444444444444,499.52500000000003,518.2444444444444
2117,3114402,Carmo do Rio Claro,31,MG,480.0,565.35,556.2,499.79999999999995,585.25
2118,3114501,Carmópolis de Minas,31,MG,822.2222222222222,669.6888888888889,686.0888888888888,602.5444444444443,612.6333333333333
2119,3114600,Carrancas,31,MG,520.0,412.5,493.5,477.7,519.2
2120,3114709,Carvalhópolis,31,MG,598.4615384615385,543.7818181818182,567.2692307692307,512.8999999999999,518.6384615384616
2121,3114808,Carvalhos,31,MG,280.0,575.7,621.2,414.2,515.3
2122,3115102,Cássia,31,MG,506.6666666666667,469.95000000000005,553.4,455.0,480.0
2123,3115201,Conceição da Barra de Minas,31,MG,600.0,621.4333333333334,591.9,521.5333333333334,541.25
2124,3115300,Cataguases,31,MG,700.0,635.0727272727272,604.7692307692307,554.5272727272727,563.8538461538461
2125,3115359,Catas Altas,31,MG,615.0,577.9250000000001,619.925,519.15,551.2750000000001
2126,3115458,Catuji,31,MG,510.0,555.75,630.45,551.55,575.45
2127,3115508,Caxambu,31,MG,662.8571428571429,577.7,572.4000000000001,486.1285714285715,526.3285714285714
2128,3115706,Central de Minas,31,MG,340.0,415.1,422.4,387.7,448.5
2129,3115805,Centralina,31,MG,,,,,
2130,3116100,Chapada do Norte,31,MG,630.0,546.4,610.75,526.0,503.55
2131,3116159,Chapada Gaúcha,31,MG,700.0,415.3,482.9,488.3,538.8
2132,3116209,Chiador,31,MG,560.0,695.9,629.7,428.5,466.5
2133,3116506,Claro dos Poções,31,MG,560.0,414.7,623.9,458.9,615.0
2134,3116605,Cláudio,31,MG,520.0,552.1142857142858,594.7125,468.74285714285713,551.0875
2135,3116704,Coimbra,31,MG,740.0,613.6,650.0666666666667,577.8333333333334,599.5666666666667
2136,3116803,Coluna,31,MG,570.0,556.1,579.55,521.1500000000001,539.0
2137,3116902,Comendador Gomes,31,MG,,,,,
2138,3117009,Comercinho,31,MG,420.0,657.4,630.2,521.0,623.7
2139,3117108,Conceição da Aparecida,31,MG,880.0,754.7,673.85,641.7,636.8
2140,3117207,Conceição das Pedras,31,MG,300.0,501.4,602.4,442.3,495.2
2141,3117306,Conceição das Alagoas,31,MG,393.3333333333333,474.73333333333335,476.43333333333334,467.8999999999999,490.76666666666665
2142,3117405,Conceição de Ipanema,31,MG,,,,,
2143,3117504,Conceição do Mato Dentro,31,MG,690.0,623.75,626.475,544.0500000000001,563.675
2144,3117603,Conceição do Pará,31,MG,,,,,
2145,3117702,Conceição do Rio Verde,31,MG,590.0,600.7,617.7,478.7,577.0999999999999
2146,3117801,Conceição dos Ouros,31,MG,630.0,699.45,634.3,596.9000000000001,612.35
2147,3117836,Cônego Marinho,31,MG,,,,,
2148,3117876,Confins,31,MG,526.6666666666666,542.3666666666667,571.5333333333333,488.90000000000003,555.3666666666667
2149,3117900,Congonhal,31,MG,705.0,709.1500000000001,649.625,585.9,592.7750000000001
2150,3118007,Congonhas,31,MG,466.6666666666667,550.7692307692308,566.1333333333333,503.15384615384613,541.8333333333334
2151,3118106,Congonhas do Norte,31,MG,540.0,408.6,574.9,526.7,427.1
2152,3118205,Conquista,31,MG,400.0,456.8,482.2,390.6,442.2
2153,3118304,Conselheiro Lafaiete,31,MG,643.7209302325581,597.4785714285712,615.8813953488371,541.1619047619048,571.1348837209302
2154,3118403,Conselheiro Pena,31,MG,646.6666666666666,546.3333333333334,586.5333333333333,482.8666666666666,539.9
2155,3118601,Contagem,31,MG,560.7308970099667,559.5600694444446,591.7926910299003,516.8545138888888,544.3671096345512
2156,3118700,Coqueiral,31,MG,810.0,614.25,639.8499999999999,540.65,581.25
2157,3118809,Coração de Jesus,31,MG,608.0,501.12,571.9,448.14000000000004,517.42
2158,3118908,Cordisburgo,31,MG,644.0,579.46,605.0600000000001,557.8,557.86
2159,3119005,Cordislândia,31,MG,360.0,409.0,408.5,427.9,493.2
2160,3119104,Corinto,31,MG,625.7142857142857,561.4857142857143,584.2142857142857,484.68571428571425,526.6142857142856
2161,3119203,Coroaci,31,MG,360.0,515.5,648.9,569.5,567.5
2162,3119302,Coromandel,31,MG,530.0,543.8888888888889,578.79,525.5222222222224,511.01999999999987
2163,3119401,Coronel Fabriciano,31,MG,544.2105263157895,551.8818181818182,586.7342105263158,511.1636363636364,541.6868421052632
2164,3119500,Coronel Murta,31,MG,580.0,587.5,625.6,390.5,510.7
2165,3119609,Coronel Pacheco,31,MG,340.0,388.0,503.4,424.3,447.6
2166,3119807,Córrego Danta,31,MG,540.0,446.4,662.1,597.6,600.0
2167,3119955,Córrego Fundo,31,MG,960.0,779.3,688.3,659.9,587.4
2168,3120003,Córrego Novo,31,MG,500.0,523.3,621.8,497.5,461.8
2169,3120102,Couto de Magalhães de Minas,31,MG,490.0,412.7,555.5999999999999,464.6,546.05
2170,3120151,Crisólita,31,MG,440.0,471.1,531.3,406.7,477.0
2171,3120201,Cristais,31,MG,486.6666666666667,639.6666666666666,621.0,503.0333333333333,544.4333333333334
2172,3120300,Cristália,31,MG,233.33333333333334,518.6,566.3000000000001,479.9333333333334,480.1333333333334
2173,3120409,Cristiano Otoni,31,MG,880.0,689.9,639.8,575.5,604.4
2174,3120508,Cristina,31,MG,680.0,603.0333333333334,597.3000000000001,523.1666666666666,570.2666666666668
2175,3120607,Crucilândia,31,MG,440.0,459.3,531.9,546.3,466.6
2176,3120706,Cruzeiro da Fortaleza,31,MG,540.0,546.5199999999999,561.56,471.48,495.78000000000003
2177,3120805,Cruzília,31,MG,730.0,511.95000000000005,628.3,468.5,527.65
2178,3120839,Cuparaque,31,MG,,,,,
2179,3120870,Curral de Dentro,31,MG,280.0,459.3,511.0,579.7,430.1
2180,3120904,Curvelo,31,MG,580.0,547.0416666666667,575.028,493.1541666666667,534.86
2181,3121001,Datas,31,MG,880.0,552.9,541.4,504.7,545.2
2182,3121209,Delfinópolis,31,MG,320.0,528.2,476.1,423.3,407.2
2183,3121258,Delta,31,MG,,,,,
2184,3121308,Descoberto,31,MG,660.0,471.7,645.8,407.2,626.4
2185,3121407,Desterro de Entre Rios,31,MG,,,,,
2186,3121506,Desterro do Melo,31,MG,,,,,
2187,3121605,Diamantina,31,MG,566.875,555.3899999999999,592.2468749999999,528.64,546.096875
2188,3121704,Diogo de Vasconcelos,31,MG,520.0,458.5,591.9,462.3,460.6
2189,3121803,Dionísio,31,MG,575.0,622.925,591.75,553.3000000000001,545.95
2190,3121902,Divinésia,31,MG,450.0,510.4,583.1500000000001,456.6,485.55
2191,3122009,Divino,31,MG,360.0,509.7,577.7,511.9,494.7
2192,3122108,Divino das Laranjeiras,31,MG,540.0,587.8,641.6,550.1,639.7
2193,3122207,Divinolândia de Minas,31,MG,400.0,,405.0,,560.1
2194,3122306,Divinópolis,31,MG,597.4683544303797,590.254794520548,596.5341772151896,528.3479452054796,558.8506329113923
2195,3122355,Divisa Alegre,31,MG,680.0,512.1,586.1,527.9,492.9
2196,3122405,Divisa Nova,31,MG,560.0,525.3000000000001,613.7333333333333,491.4666666666667,576.8333333333334
2197,3122454,Divisópolis,31,MG,,,,,
2198,3122470,Dom Bosco,31,MG,500.0,529.78,558.3399999999999,460.1,500.84
2199,3122504,Dom Cavati,31,MG,560.0,533.4,589.9,545.0,569.9
2200,3122603,Dom Joaquim,31,MG,,,,,
2201,3122702,Dom Silvério,31,MG,820.0,672.7,632.5,534.1,648.1
2202,3122801,Dom Viçoso,31,MG,,,,,
2203,3122900,Dona Eusébia,31,MG,580.0,546.55,613.9,498.25,516.25
2204,3123007,Dores de Campos,31,MG,520.0,663.5,583.55,519.2,513.45
2205,3123205,Dores do Indaiá,31,MG,755.0,706.6500000000001,658.875,609.0,614.25
2206,3123304,Dores do Turvo,31,MG,470.0,601.4,617.15,493.1,577.3499999999999
2207,3123502,Douradoquara,31,MG,840.0,694.2,675.7,606.3,561.4
2208,3123528,Durandé,31,MG,500.0,399.1,623.9,500.8,555.4
2209,3123601,Elói Mendes,31,MG,674.2857142857143,576.7142857142858,594.1428571428571,553.8857142857142,557.157142857143
2210,3123700,Engenheiro Caldas,31,MG,566.6666666666666,503.5666666666666,561.5,482.56666666666666,508.3999999999999
2211,3123809,Engenheiro Navarro,31,MG,320.0,437.1,552.8,452.8,557.4
2212,3123858,Entre Folhas,31,MG,480.0,530.5,614.0,543.7,575.2
2213,3123908,Entre Rios de Minas,31,MG,542.0,534.6777777777777,584.1800000000001,510.87777777777774,540.7
2214,3124005,Ervália,31,MG,590.0,526.6125000000001,610.5125,506.96250000000003,566.775
2215,3124104,Esmeraldas,31,MG,536.0,542.1791666666667,578.164,499.0,547.332
2216,3124203,Espera Feliz,31,MG,395.0,518.9749999999999,539.8124999999999,472.67499999999995,498.8
2217,3124302,Espinosa,31,MG,400.0,562.25,463.45000000000005,478.79999999999995,466.7
2218,3124500,Estiva,31,MG,640.0,645.9,620.0666666666666,554.3666666666667,582.6
2219,3124807,Estrela do Sul,31,MG,620.0,505.79999999999995,439.9,522.05,510.5
2220,3125002,Ewbank da Câmara,31,MG,440.0,421.7,520.9,397.4,447.6
2221,3125101,Extrema,31,MG,636.0,676.6,677.36,600.0,615.28
2222,3125309,Faria Lemos,31,MG,,,,,
2223,3125408,Felício dos Santos,31,MG,,,,,
2224,3125606,Felisburgo,31,MG,520.0,495.7,473.9,394.4,536.7
2225,3125705,Felixlândia,31,MG,620.0,595.8,612.3,496.3,599.8
2226,3125804,Fernandes Tourinho,31,MG,533.3333333333334,595.6666666666666,633.0,486.8,558.2666666666667
2227,3125903,Ferros,31,MG,693.3333333333334,658.1333333333333,631.6333333333333,534.8333333333334,555.1333333333333
2228,3125952,Fervedouro,31,MG,760.0,485.7,624.7,494.4,626.0
2229,3126000,Florestal,31,MG,535.0,595.35,591.65,549.875,552.0
2230,3126109,Formiga,31,MG,645.2631578947369,601.3823529411766,607.2052631578947,556.229411764706,535.7052631578946
2231,3126208,Formoso,31,MG,532.0,555.9399999999999,538.38,481.37999999999994,510.7000000000001
2232,3126406,Fortuna de Minas,31,MG,620.0,569.9,551.0,574.3,549.4
2233,3126505,Francisco Badaró,31,MG,580.0,479.4666666666667,574.5,490.59999999999997,508.09999999999997
2234,3126604,Francisco Dumont,31,MG,340.0,443.8,608.6,543.0,503.3
2235,3126703,Francisco Sá,31,MG,516.0,481.14,553.36,484.25999999999993,492.96000000000004
2236,3126752,Franciscópolis,31,MG,960.0,737.8,707.0,662.0,614.6
2237,3126802,Frei Gaspar,31,MG,680.0,577.2,490.8,497.6,565.75
2238,3126901,Frei Inocêncio,31,MG,470.0,557.05,570.8,561.2,478.29999999999995
2239,3126950,Frei Lagonegro,31,MG,360.0,578.4,529.9,483.0,551.1
2240,3127008,Fronteira,31,MG,440.0,561.7,545.9,438.6,368.5
2241,3127057,Fronteira dos Vales,31,MG,580.0,538.0,539.0,447.6,512.7
2242,3127073,Fruta de Leite,31,MG,540.0,562.7,637.6,523.7,521.9
2243,3127107,Frutal,31,MG,548.75,543.2933333333334,572.6625,482.82000000000005,529.5875000000001
2244,3127206,Funilândia,31,MG,760.0,589.6,667.5,508.1,584.3
2245,3127305,Galiléia,31,MG,520.0,437.8333333333333,549.0,479.06666666666666,526.0
2246,3127339,Gameleiras,31,MG,480.0,559.5,597.8,517.7666666666668,549.5
2247,3127388,Goianá,31,MG,450.0,512.1,564.15,466.9,509.2
2248,3127503,Gonzaga,31,MG,600.0,551.15,555.25,531.35,530.35
2249,3127602,Gouveia,31,MG,513.3333333333334,440.8,568.3333333333334,519.6999999999999,533.8333333333334
2250,3127701,Governador Valadares,31,MG,601.0526315789474,577.9109090909088,605.786842105263,526.6645454545453,559.2219298245614
2251,3127800,Grão Mogol,31,MG,530.0,497.35,473.4,440.9,508.5
2252,3128006,Guanhães,31,MG,471.42857142857144,554.1428571428572,551.6142857142858,521.9285714285714,502.90000000000003
2253,3128105,Guapé,31,MG,766.6666666666666,593.9,665.6666666666666,560.7,626.6666666666666
2254,3128204,Guaraciaba,31,MG,670.0,489.3,586.8,462.05,472.1
2255,3128303,Guaranésia,31,MG,588.5714285714286,602.5428571428572,562.0428571428572,529.3,544.8428571428573
2256,3128402,Guarani,31,MG,573.3333333333334,521.2,624.9666666666667,516.9333333333334,564.0666666666667
2257,3128501,Guarará,31,MG,,,,,
2258,3128600,Guarda-Mor,31,MG,590.0,623.4,622.0,536.3,571.5999999999999
2259,3128709,Guaxupé,31,MG,552.0,511.84,561.4,512.22,593.76
2260,3128808,Guidoval,31,MG,,,,,
2261,3129004,Guiricema,31,MG,510.0,458.875,556.65,503.675,484.225
2262,3129202,Heliodora,31,MG,920.0,758.2,734.4,591.4,689.2
2263,3129301,Iapu,31,MG,340.0,466.0,543.4,370.3,541.3
2264,3129400,Ibertioga,31,MG,410.0,414.9,494.9,482.2,511.0
2265,3129509,Ibiá,31,MG,593.3333333333334,665.4666666666667,588.8000000000001,541.6666666666666,558.0666666666666
2266,3129608,Ibiaí,31,MG,510.0,426.0,513.5,472.54999999999995,439.6
2267,3129657,Ibiracatu,31,MG,340.0,404.6,461.3,384.4,430.7
2268,3129707,Ibiraci,31,MG,680.0,603.5,614.7,575.65,566.75
2269,3129806,Ibirité,31,MG,507.94520547945206,536.3608695652174,582.3876712328769,505.336231884058,541.7835616438358
2270,3130002,Ibituruna,31,MG,340.0,457.3,550.9,385.1,461.4
2271,3130051,Icaraí de Minas,31,MG,540.0,480.2,587.9,527.7,569.7
2272,3130101,Igarapé,31,MG,445.3333333333333,539.0733333333333,558.6066666666666,493.4466666666666,505.8066666666667
2273,3130200,Igaratinga,31,MG,320.0,591.3,617.5,525.4,577.4
2274,3130309,Iguatama,31,MG,526.6666666666666,470.4333333333334,563.6999999999999,476.5,543.7666666666667
2275,3130408,Ijaci,31,MG,460.0,505.1,512.0,410.8,460.9
2276,3130507,Ilicínea,31,MG,640.0,574.3166666666667,578.85,504.3666666666666,509.04999999999995
2277,3130556,Imbé de Minas,31,MG,740.0,643.0,642.3333333333334,523.8666666666667,564.5333333333334
2278,3130606,Inconfidentes,31,MG,603.3333333333334,573.7666666666667,628.2166666666667,512.0166666666668,567.2
2279,3130655,Indaiabira,31,MG,520.0,521.0,597.45,505.20000000000005,494.75
2280,3130804,Ingaí,31,MG,440.0,456.5,608.2,558.7,537.1
2281,3130903,Inhapim,31,MG,520.0,565.4285714285714,579.0571428571428,530.0142857142857,514.7142857142857
2282,3131000,Inhaúma,31,MG,550.0,546.25,624.65,541.0,546.125
2283,3131109,Inimutaba,31,MG,420.0,481.6,514.15,455.70000000000005,469.04999999999995
2284,3131158,Ipaba,31,MG,536.6666666666666,569.84,600.7833333333333,505.23999999999995,514.4499999999999
2285,3131208,Ipanema,31,MG,640.0,648.2,642.6,560.4,596.1
2286,3131307,Ipatinga,31,MG,593.4831460674158,586.9571428571429,602.3235955056181,525.6500000000002,557.3359550561797
2287,3131406,Ipiaçu,31,MG,560.0,507.0,487.54999999999995,476.1,517.5
2288,3131505,Ipuiúna,31,MG,600.0,493.42499999999995,580.45,494.175,540.825
2289,3131703,Itabira,31,MG,536.1538461538462,548.7947368421055,580.9294871794873,509.51578947368415,534.1461538461537
2290,3131802,Itabirinha,31,MG,680.0,659.6,631.1,421.3,581.8
2291,3131901,Itabirito,31,MG,606.9230769230769,560.6958333333332,606.0192307692308,519.45,563.7615384615384
2292,3132008,Itacambira,31,MG,,,,,
2293,3132107,Itacarambi,31,MG,460.0,495.2166666666667,583.05,503.84999999999997,535.5666666666666
2294,3132206,Itaguara,31,MG,594.2857142857143,582.2857142857142,619.4714285714286,557.6857142857143,569.5428571428572
2295,3132305,Itaipé,31,MG,520.0,605.2,511.5,419.0,467.95
2296,3132404,Itajubá,31,MG,583.5555555555555,564.8066666666668,597.3511111111112,516.0600000000001,544.8133333333334
2297,3132503,Itamarandiba,31,MG,610.0,560.2916666666666,631.325,510.94166666666666,546.2583333333333
2298,3132701,Itambacuri,31,MG,,,,,
2299,3132909,Itamogi,31,MG,430.0,532.6,619.45,523.5,540.2
2300,3133006,Itamonte,31,MG,480.0,532.1999999999999,609.675,506.34999999999997,539.65
2301,3133105,Itanhandu,31,MG,700.0,709.2,692.75,592.8,638.3
2302,3133204,Itanhomi,31,MG,360.0,,514.3,,428.9
2303,3133303,Itaobim,31,MG,648.0,623.48,615.3,528.7,539.42
2304,3133402,Itapagipe,31,MG,540.0,509.95000000000005,584.7249999999999,560.55,554.425
2305,3133501,Itapecerica,31,MG,660.0,610.0666666666667,597.85,494.68333333333334,559.4833333333332
2306,3133600,Itapeva,31,MG,,,,,
2307,3133709,Itatiaiuçu,31,MG,566.6666666666666,502.05,533.5333333333333,377.9,479.8
2308,3133758,Itaú de Minas,31,MG,660.0,622.2,635.4666666666667,564.7666666666667,547.8333333333334
2309,3133808,Itaúna,31,MG,581.4285714285714,580.6037037037038,630.5607142857144,545.5444444444444,578.5571428571429
2310,3133907,Itaverava,31,MG,920.0,764.2,672.2,648.4,616.6
2311,3134004,Itinga,31,MG,470.0,533.45,623.4000000000001,499.75,566.5999999999999
2312,3134103,Itueta,31,MG,540.0,627.2,691.4,437.0,615.9
2313,3134202,Ituiutaba,31,MG,493.3333333333333,503.29705882352937,576.3111111111109,503.6911764705881,533.3666666666666
2314,3134301,Itumirim,31,MG,453.3333333333333,530.9333333333333,495.1666666666667,460.2,507.9666666666667
2315,3134400,Iturama,31,MG,448.0,483.85333333333335,569.8866666666667,479.2533333333332,510.9333333333333
2316,3134509,Itutinga,31,MG,400.0,397.5,449.1,385.0,397.5
2317,3134608,Jaboticatubas,31,MG,560.0,579.8,573.9,538.7,450.5
2318,3134707,Jacinto,31,MG,490.0,447.06666666666666,520.75,430.3666666666666,476.02500000000003
2319,3134806,Jacuí,31,MG,800.0,503.0,578.5,563.6,577.4
2320,3134905,Jacutinga,31,MG,568.5714285714286,584.6166666666667,581.4857142857143,499.3333333333333,528.8428571428572
2321,3135001,Jaguaraçu,31,MG,600.0,610.5,632.0,522.1,559.3
2322,3135050,Jaíba,31,MG,448.0,481.26666666666665,534.6099999999999,458.8888888888889,497.8800000000001
2323,3135076,Jampruca,31,MG,560.0,541.0,580.1,512.7,531.6
2324,3135100,Janaúba,31,MG,526.4,527.2280000000001,559.932,504.09199999999987,529.304
2325,3135209,Januária,31,MG,557.6,546.2826086956524,584.3440000000002,515.4304347826088,542.8159999999999
2326,3135357,Japonvar,31,MG,320.0,,548.8,,532.5
2327,3135407,Jeceaba,31,MG,740.0,667.3,674.3,513.5,611.8
2328,3135456,Jenipapo de Minas,31,MG,610.0,495.6,615.05,433.3,527.8
2329,3135506,Jequeri,31,MG,560.0,470.9,608.2,426.4,541.2
2330,3135605,Jequitaí,31,MG,330.0,467.9,509.70000000000005,441.0,525.1
2331,3135704,Jequitibá,31,MG,,,,,
2332,3135803,Jequitinhonha,31,MG,360.0,570.5999999999999,582.5,525.0,572.5
